"r","alpha_A","alpha_B","f_A","f_p","rho_s","chiABN","chiASN","chiRatio","epsRatio","lb","a_plus","a_minus"
0.61917630280368,0.602054239762947,0.661492645391263,0.767076411517337,0.94368912698701,0.713393381331116,63.9323129784316,26.5116303693503,1.9888308304362,1.8113984875381,4.82958623906597,6.99878259778488,3.46489936138969
0.994623185368255,0.0497060230467469,0.19887611863669,0.840413154801354,0.849854579893872,0.89104476175271,27.5482045952231,53.2225019065663,0.578237902838737,1.46380433999002,9.51844278490171,1.93481265567243,4.36344847280998
0.517628245986998,0.859560250770301,0.560854084067978,0.368174913339317,0.58381001278758,0.592100044712424,4.45927565451711,35.3530977386981,0.966024893801659,4.05689291190356,6.21427203062922,3.32752828723751,5.08240485298447
0.749313778243959,0.965856429876294,0.939624149759766,0.125416062073782,0.435076454188675,0.458492520730942,58.4685001522303,76.9974481780082,0.166012451983988,1.87355604115874,1.13308602944016,8.91342294735368,4.8632988210069
1.41903502738569,0.668338769557886,0.214764465182088,0.636293593561277,0.212710154242814,0.743089633760974,74.2720299400389,61.6511597763747,1.73914555925876,3.08429828938097,5.46620766166598,9.11110435412265,0.212229628721252
1.58101365354378,0.466171382414177,0.944797637441661,0.741348926210776,0.94184958608821,0.716167970560491,1.12801117356867,14.1767810797319,1.9240614855662,1.46614978369325,5.91726421844214,6.95864895763807,5.54729518599343
1.54879573802464,0.13195031582145,0.778546237491537,0.836977110011503,0.88696625479497,0.238278608303517,80.9312380151823,64.5294066518545,0.811256573535502,3.92180177383125,4.62275924859568,2.11321203713305,8.8406562914839
1.7877371503273,0.202775414148346,0.646422679093666,0.797578071942553,0.319582619005814,0.579910471569747,6.70301453210413,77.6251460425556,1.25846253242344,4.90790740028024,4.91495420923457,9.13878695182502,5.71571361802053
0.835719867958687,0.38969830108108,0.170504342601635,0.611417372012511,0.594483768334612,0.599932492477819,12.5105801271275,45.2413012040779,0.481766526121646,4.16504783555865,4.89144741324708,9.83347085271962,5.60851287953556
1.72780947946012,0.537475585425273,0.254753335332498,0.682680396130309,0.745421794243157,0.3281695113983,29.717613523826,26.0880688205361,1.45292483177036,2.06552822235972,1.09065305208787,7.0654200628167,4.04523753912654
1.56322844210081,0.599582777917385,0.149904170748778,0.87175401719287,0.19505777489394,0.904965854948387,49.3102641077712,60.841415822506,0.145149301737547,2.47243316285312,5.92776251491159,4.78411713526584,1.16902592931874
0.941460603033192,0.875270778522827,0.288223895744886,0.60683913435787,0.400277222041041,0.8002949799411,23.7618932500482,52.3562191054225,0.577935500070453,4.68602796643972,0.273287214804441,0.286985895480029,5.3157042046776
1.32063413353171,0.767910985031631,0.153697452088818,0.444804587168619,0.778422410832718,0.302571865264326,44.9131180997938,6.28954374697059,0.33478585164994,3.97627491503954,8.3129548584111,6.64276671069674,3.13500462381635
1.01606223185081,0.395642251265235,0.171538446156774,0.293211200041696,0.983698524767533,0.236555039649829,51.6262718243524,91.4088138146326,1.34554202016443,4.32261317409575,8.33743655821308,7.43503516598139,0.276505237724632
1.58844131231308,0.764404638169799,0.10187624914106,0.435594314010814,0.80591906583868,0.161991872126237,50.2216964960098,57.0167958503589,1.36051786784083,1.47855628281832,7.20239261398092,2.66970255831257,0.627900302084163
1.65727319242433,0.497534751577768,0.567620877211448,0.103626803262159,0.626439071493223,0.917479163268581,17.7416587946936,90.5294934753329,0.654939385131001,2.41199804190546,2.75049202376977,8.19680550436024,8.06307666448411
1.93648760078941,0.0836115418933332,0.504369054292329,0.395137110492215,0.016147883143276,0.752534210914746,3.42482498381287,26.3899057870731,1.27525403117761,2.27835378516465,4.7105468204245,2.76052767776418,9.17380007014144
0.625125810154714,0.301558901544195,0.335052650317084,0.119367944076657,0.64252735953778,0.433077058522031,25.7698350120336,40.3246845584363,0.58675327943638,2.25978352595121,6.79961142363027,2.39053258919157,8.8177606118843
1.2465216020355,0.709131270623766,0.0347487616701983,0.48874915135093,0.579773384612054,0.547315586125478,35.1122087799013,70.2898991992697,1.32307652430609,3.4840816706419,4.13971786387265,4.18878551118542,7.16994949819054
1.5531858705217,0.399441883387044,0.305288098868914,0.397456488572061,0.207814432913437,0.237427160143852,78.855766961351,20.0917782261968,1.58297960925847,4.38897003885359,3.02902711788192,2.25765499905683,4.01609806523193
1.05755143088754,0.746313175745308,0.162160371779464,0.334695806726813,0.652242927346379,0.268828262807801,56.9329591467977,1.44009608775377,1.50840823398903,2.1776160383597,6.55997502151877,8.76302376585081,2.97065037672874
1.83240255631972,0.796072864101734,0.763823915226385,0.697108397493139,0.766788348788396,0.687814858974889,99.8927127802745,74.4744782103226,0.971119621302933,3.28489555418491,9.07155220396817,5.66456248709001,8.75625609967392
1.35404001548886,0.0629208068130538,0.240391002991237,0.370816273149103,0.82277278508991,0.285768632544205,13.8526875060052,49.8055318836123,0.24832558631897,1.82661924231797,3.13300659414381,5.51345005298499,7.25349003614392
1.44119677692652,0.100574568030424,0.954170952050481,0.34897296410054,0.189322452992201,0.0499003848526627,76.4238953823224,53.2240387052298,1.22224281122908,3.21193538140506,9.04118585167453,8.34381143099163,0.425342180416919
0.844292417517863,0.121520310931373,0.496632897213567,0.735013443045318,0.428879977669567,0.60423196782358,42.4514890415594,76.1277485173196,0.583587319590151,4.32112469524145,9.32557955384254,6.63723425122444,4.2314699316863
