"r","alpha_A","alpha_B","f_A","f_p","rho_s","chiABN","chiASN","chiRatio","epsRatio","lb","a_plus","a_minus"
1.50784586486407,0.900027758895885,0.500248461950105,0.117444763658568,0.156781495083123,0.448852639179677,63.1662959931418,21.4687001658604,0.988190468866378,1.31814628932625,0.396803782787174,8.57579778144136,7.97536315831821
1.33705768943764,0.173874362651259,0.89667416656157,0.947611972689629,0.254679973237216,0.617467927513644,56.3471359899268,9.52982644084841,1.89796937070787,3.13031138852239,4.86281530698761,7.61167394062504,3.74199093934149
1.78435904812068,0.919247423810884,0.71210610801354,0.34521705028601,0.534167857840657,0.0993769834749401,49.2086226586252,69.5888617541641,0.504743496421725,4.16686387825757,9.99814852140844,4.45249389524106,4.89999773891177
1.27937546756584,0.668213545333128,0.146148363268003,0.905793516431004,0.914029649458826,0.16587445535697,84.4218612648547,99.9412814853713,0.00532724754884839,4.98031344730407,0.297015553805977,9.93837045640685,9.00483549509663
0.963932927232236,0.74795948099345,0.273899715207517,0.30193486995995,0.156639096094295,0.190493297763169,83.3339912816882,17.2188258264214,1.56868833629414,3.44157258607447,3.81668065208942,0.942326779244468,2.19624871541746
0.554195020813495,0.952481447241735,0.164131269615609,0.690775324590504,0.782313334522769,0.337177333654836,91.3586001843214,32.3550126282498,0.707282133866102,4.76141038257629,1.91665624035522,9.18228894567583,1.06950883641839
1.85335656581447,0.274904473824427,0.628066627820954,0.925590140512213,0.481184074189514,0.416258512763306,56.8299383157864,45.685643563047,1.88460287638009,2.60991730354726,4.88091739593074,6.86899236978497,1.15890755208675
0.587306416826323,0.924151454493403,0.0519202806637622,0.351550205843523,0.136189230484888,0.17028826312162,56.4768684329465,90.9659927012399,0.572416046168655,4.28687756601721,6.70045571401715,8.8886367544299,1.24025360175874
0.78076887212228,0.280060982587747,0.692223242274486,0.291133094578981,0.149659847607836,0.126838663127273,98.6367122502998,67.3597977031022,0.674754119943827,3.48069820925593,2.82643465558067,1.63390816939063,2.34436205134261
0.96678092784714,0.587617267598398,0.270245441712905,0.336768543813378,0.556354477768764,0.52010375726968,18.1039354763925,85.800260072574,0.827705547213554,1.66124578937888,7.07265983335674,6.32992681108881,4.06719087215606
0.675893738982268,0.0694421773659997,0.504188692488242,0.340711812954396,0.46132766478695,0.529558046255261,95.3828533645719,14.429572224617,0.373231055215001,4.21604129578918,0.675782619509846,9.96375113099348,7.88530589055736
